date,total_vaccinations,people_vaccinated,people_fully_vaccinated,location,source_url,total_boosters,vaccine
2021-08-14,13515715.0,7675238.0,6963794.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-15,13619434.0,7774219.0,6968532.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-16,13694919.0,7834186.0,7177521.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-17,13793467.0,7901328.0,7208927.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-18,13874284.0,7956436.0,7234636.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-19,13953892.0,8017302.0,7253378.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-20,14028487.0,8076555.0,7268720.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-21,14108501.0,8132189.0,7293100.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-22,14237035.0,8258378.0,7295445.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-23,14297281.0,8306384.0,7463765.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-24,14366777.0,8361288.0,7478357.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-25,14427342.0,8408420.0,7491790.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-26,14491484.0,8457112.0,7507240.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-27,14546798.0,8497842.0,7521824.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-28,14606798.0,8535112.0,7544554.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-29,14685643.0,8610175.0,7548336.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-30,14731463.0,8642195.0,7642825.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-31,14786296.0,8673190.0,7666663.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-01,14837067.0,8696989.0,7693635.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-02,14891181.0,8717008.0,7727730.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-03,14940731.0,8740934.0,7753354.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-05,15104169.0,8776856.0,7880870.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-06,15163132.0,8788896.0,7974325.0,Portugal,https://github.com/dssg-pt/covid19pt-data,11.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-07,15209952.0,8800949.0,8009092.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-08,15251560.0,8812098.0,8039551.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-09,15292386.0,8822003.0,8070472.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-10,15333967.0,8833779.0,8100277.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-11,15374831.0,8844781.0,8130139.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-12,15500513.0,8854604.0,8245998.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-13,15541726.0,8859979.0,8298891.0,Portugal,https://github.com/dssg-pt/covid19pt-data,94.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-14,15597167.0,8869820.0,8344491.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-20,15809057.0,8889941.0,8546688.0,Portugal,https://github.com/dssg-pt/covid19pt-data,331.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-21,15879894.0,8918541.0,8578497.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-22,15905041.0,8924775.0,8597410.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-26,15949645.0,8928921.0,8658945.0,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-27,15985379.0,8946296.0,8677498.0,Portugal,https://github.com/dssg-pt/covid19pt-data,847.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-04,16066849.0,8970579.0,8743133.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1606.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-11,16124996.0,8986023.0,8790851.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2288.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-18,16179680.0,9003852.0,8832113.0,Portugal,https://github.com/dssg-pt/covid19pt-data,31351.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-25,16222829.0,9017464.0,8865394.0,Portugal,https://github.com/dssg-pt/covid19pt-data,147922.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-01,16254419.0,9030756.0,8887758.0,Portugal,https://github.com/dssg-pt/covid19pt-data,264460.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-08,16278145.0,9040731.0,8904618.0,Portugal,https://github.com/dssg-pt/covid19pt-data,374060.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-11,16666145.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-12,16728145.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-14,16803145.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-15,16826935.0,9053901.0,8925907.0,Portugal,https://github.com/dssg-pt/covid19pt-data,548790.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-16,16826935.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-21,17028145.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-22,17077146.0,9103116.0,,Portugal,https://github.com/dssg-pt/covid19pt-data,799001.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-23,17078145.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-25,17178145.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-26,17278145.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-27,17378145.0,,,Portugal,https://github.com/dssg-pt/covid19pt-data,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-29,17507741.0,9124087.0,8982887.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1229596.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-30,17569989.0,,8985999.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1288732.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-01,17635174.0,,8989676.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1350240.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-02,17701794.0,,8992891.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1413645.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-03,17771936.0,,8997338.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1479340.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-04,17832019.0,,9001340.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1535421.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-05,17898491.0,,9005089.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1598144.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-06,17987272.0,9151935.0,9007300.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1684714.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-07,18049775.0,,9011368.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1743149.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-08,18115581.0,,9015300.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1805023.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-09,18188120.0,,9018317.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1874545.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-10,18256728.0,,9022419.0,Portugal,https://github.com/dssg-pt/covid19pt-data,1939051.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-11,18321770.0,,9026273.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2000239.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-12,18390096.0,,9030199.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2064639.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-13,18479369.0,9176099.0,9032694.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2151417.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-14,18535456.0,,9036437.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2203761.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-15,18590810.0,,9040017.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2255535.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-16,18639582.0,,9043794.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2300530.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-17,18694269.0,,9047148.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2351863.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-18,18768645.0,,9051248.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2422139.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-19,18774253.0,,9055059.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2423936.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-20,18795477.0,9285049.0,9059512.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2440707.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-21,18869443.0,,9065414.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2508771.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-22,18951208.0,,9070723.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2585227.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-23,19029723.0,,9076420.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2658045.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-24,19060124.0,,9080467.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2684399.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-25,19060124.0,,9080467.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2684399.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-26,19060124.0,,9080467.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2684399.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-27,19067130.0,9297944.0,9080467.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2691405.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-28,19149249.0,,9088140.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2765851.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-29,19241140.0,,9093923.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2851959.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-30,19335407.0,,9099200.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2940949.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-31,19391375.0,,9103550.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2992567.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-01,19391375.0,,9103550.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2992567.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-02,19391375.0,,9103550.0,Portugal,https://github.com/dssg-pt/covid19pt-data,2992567.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-03,19483802.0,9310901.0,9106227.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3082317.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-04,19568144.0,,9111594.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3161292.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-05,19651272.0,,9115972.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3240042.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-06,19743185.0,,9120500.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3327427.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-07,19784307.0,,9125634.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3363415.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-08,19833207.0,,9131139.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3406810.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-09,19872508.0,,9136958.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3440292.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-10,19908637.0,9526676.0,9141496.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3471883.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-11,19987171.0,9526676.0,9147330.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3544583.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-12,20076102.0,9526676.0,9152373.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3628471.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2022-01-13,20164105.0,9526676.0,9156961.0,Portugal,https://github.com/dssg-pt/covid19pt-data,3711886.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
